barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
unclassified	unclassified	na	0	2d752c5fb82f65f0f88ab3e14a6a0e70ade3fb9f	20240709_40bp_standart	no_sample	AVK802	2024-07-09T12:55:10.870516+00:00
