protocol_run_id,position_id,flow_cell_id,sample_id,experiment_id,flow_cell_product_code,kit
e0f15f52-24b7-4738-ad7a-1419e67ac7a6,X2,,no_sample,20240709_40bp_standart,FLO-FLG114,
