barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
unclassified	unclassified	na	0	85754a2fd6a8709a801bb6fc68d53b83c493dad5	2024_06_07_40bp_standard	Not_optimized	AUC893	2024-06-07T11:28:50.391556+03:00
