protocol_run_id,position_id,flow_cell_id,sample_id,experiment_id,flow_cell_product_code,kit
0f4562c7-f079-4b36-8989-1492e9ec1632,MN39294,,Not_optimized,2024_06_07_40bp_standard,FLO-FLG114,
