barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
unclassified	unclassified	na	0	feaf9802501b28c8a1406873637e32d5a13fcb94	20240627_40bp_opt	no_sample	AUC747	2024-06-27T07:29:51.294682+00:00
