protocol_run_id,position_id,flow_cell_id,sample_id,experiment_id,flow_cell_product_code,kit
9a290948-463e-4d40-b6ba-bd6e25a8610d,X5,,no_sample,20240627_40bp_opt,FLO-FLG114,
