channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
109,1,0,2.29,0.693,True,0,no_sample,AUC747,1.978,1.553,0,0,0,2.02,1.544,8.585,15.398,22.44,-10,-20,-30,2.336,1.982,1.57,0,unavailable,0,1453,82,209.39,1.63,0,1,0,-195,3,0,0,,,1453,0.0,0,43934,0,0,6,0
110,1,17519,8.31,0.772,True,76,no_sample,AUC747,1.805,1.535,0,1,1,1.887,1.539,8.987,16.292,24.428,-10,-20,-30,1.44,1.868,1.54,0,single_pore,0,7253,5743,216.07,1.7,0,1,0,-195,3,3075,0,122.18,60.5,27923,0.0,0,23137,0,0,946,0
111,1,4932,2.22,0.742,True,28,no_sample,AUC747,1.533,1.533,0,0,0,1.579,1.533,8.645,15.958,23.493,-10,-20,-30,1.593,1.572,1.495,0,other,0,1902,48770,211.61,1.8,0,1,0,-195,3,0,0,,,6862,0.0,0,0,0,0,252,0
112,1,16947,4.01,0.743,True,188,no_sample,AUC747,2.357,1.556,0,1,1,2.385,1.53,9.427,16.652,24.278,-10,-20,-30,2.6,2.375,1.548,0,single_pore,0,6910,1091,213.8,1.74,0,1,0,-195,3,3541,0,111.64,55.3,27586,0.0,0,19599,0,0,6154,58
113,1,0,,,False,0,no_sample,AUC747,,,0,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,1,0,-195,3,0,0,,,0,0.0,0,0,0,0,0,0
114,1,0,,,False,0,no_sample,AUC747,,,0,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,1,0,-195,3,0,0,,,0,0.0,0,0,0,0,0,0
115,1,12625,2.44,0.78,True,189,no_sample,AUC747,2.259,1.793,0,1,1,2.347,1.794,9.625,17.306,25.231,-10,-20,-30,2.281,2.313,1.774,0,single_pore,0,9193,870,219.3,1.83,0,1,0,-195,3,7343,0,119.26,64.3,29350,0.0,0,10016,0,0,14641,172
116,1,0,-5.13,0.629,True,0,no_sample,AUC747,0.629,1.789,0,0,0,0.879,1.813,5.068,11.618,17.655,-10,-20,-30,-1.821,0.429,1.786,0,other,0,0,4207,,,0,1,0,-195,3,5001,35025,120.86,38.2,5001,0.0,0,0,0,0,11063,0
117,1,0,-0.09,0.0,False,0,no_sample,AUC747,-0.942,0.527,0,0,0,-0.956,0.523,-0.932,-0.929,-0.935,-10,-20,-30,1533.333,-0.956,0.513,0,zero,0,0,0,,,0,1,0,-195,3,0,0,,,0,0.0,0,0,0,0,0,55179
118,1,23858,3.43,0.771,True,106,no_sample,AUC747,1.467,1.714,0,1,1,1.582,1.686,8.815,16.356,24.24,-10,-20,-30,1.352,1.54,1.733,0,single_pore,0,8580,2269,216.68,1.86,0,1,0,-195,3,8176,0,118.15,63.8,40720,0.0,0,0,0,0,11676,0
119,1,2500,2.23,0.767,True,106,no_sample,AUC747,1.624,1.609,0,1,1,1.675,1.576,8.804,16.362,24.143,-10,-20,-30,1.429,1.658,1.567,0,single_pore,0,15532,733,209.51,1.72,0,1,0,-195,3,1199,0,119.55,62.2,19337,0.0,0,11703,0,0,23235,0
120,1,29427,3.0,0.747,True,148,no_sample,AUC747,2.121,1.661,0,1,1,2.149,1.647,9.299,16.615,24.231,-10,-20,-30,2.385,2.139,1.665,0,single_pore,0,12061,1967,213.17,2.02,0,1,0,-195,3,3024,0,118.33,62.6,44660,0.0,0,0,0,0,7789,19
121,1,4299,4.32,0.75,True,84,no_sample,AUC747,1.878,1.608,0,1,1,1.929,1.588,8.725,16.01,23.727,-10,-20,-30,1.53,1.945,1.586,0,single_pore,0,4258,1159,216.3,1.62,0,1,0,-195,3,6566,20020,119.04,59.3,15207,0.0,0,15040,0,0,6704,0
122,1,0,4.03,0.622,True,26,no_sample,AUC747,1.37,1.578,0,0,0,1.516,1.585,6.985,13.004,19.426,-10,-20,-30,1.114,1.58,1.554,0,unavailable,0,155,3837,176.16,4.4,0,1,0,-195,3,0,0,,,181,0.0,0,25932,0,0,24825,0
123,1,16915,2.34,0.74,True,11,no_sample,AUC747,1.841,1.589,0,1,1,1.838,1.577,8.845,16.132,23.653,-10,-20,-30,1.892,1.874,1.538,0,single_pore,0,6179,1177,211.37,1.82,0,1,0,-195,3,4040,0,118.07,63.0,27145,0.0,0,22209,0,0,5076,0
124,1,0,,,False,0,no_sample,AUC747,,,0,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,1,0,-195,3,0,0,,,0,0.0,0,0,0,0,0,0
125,1,0,-1.31,0.022,False,0,no_sample,AUC747,-0.884,1.617,0,0,0,-0.884,1.58,-0.547,-0.266,-0.116,-10,-20,-30,-33.94,-0.889,1.581,0,zero,0,0,0,,,0,1,0,-195,3,0,0,,,0,0.0,0,0,0,0,0,55280
126,1,5182,2.91,0.746,True,3,no_sample,AUC747,2.256,1.609,0,1,1,2.193,1.6,9.345,16.66,24.266,-10,-20,-30,2.458,2.287,1.63,0,single_pore,0,3058,685,212.75,1.67,0,1,0,-195,3,5006,20038,84.63,50.4,13249,0.0,0,20030,0,0,1337,0
