protocol_run_id,position_id,flow_cell_id,sample_id,experiment_id,flow_cell_product_code,kit
1670cf1b-bd2e-4e30-9dcc-a39ed1bbe42e,X3,,no_sample,20240720_40bp_opt,FLO-FLG114,
