barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
unclassified	unclassified	na	0	0448814b278150b10cdef193cf808d8b2774c4ce	20240720_40bp_opt	no_sample	AVI196	2024-07-19T06:53:59.951478+00:00
