barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
unclassified	unclassified	na	0	6c7659469f89281470eb4bbd130ce0995aef07ab	20241014_40bp_opt	no_sample	AUY346	2024-10-14T13:17:58.294793+00:00
