protocol_run_id,position_id,flow_cell_id,sample_id,experiment_id,flow_cell_product_code,kit
343f24c8-570c-4f86-b5ce-3843488cfc64,X2,,no_sample,20241014_40bp_opt,FLO-FLG114,
