barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
unclassified	unclassified	na	0	3fc930b94fe32ee8ce1f4d442e6c02390c16fb9f	20240625_40bp_standard	no_sample	ATZ625	2024-06-25T10:08:38.929190+00:00
