protocol_run_id,position_id,flow_cell_id,sample_id,experiment_id,flow_cell_product_code,kit
f7f67f5b-7f6d-4ae0-9075-ede5bfc46be3,X4,,no_sample,20240625_40bp_standard,FLO-FLG114,
