barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
unclassified	unclassified	na	0	9e62b376ad71dd8d512ede265fdb61f223d142a7	20240520_40bp	no_sample	FLG114	2024-05-20T11:09:45.948383+00:00
